GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO_ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	P01137	TGFB1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P04202|ensembl:ENSMUSP00000002678	9606	Ensembl		P
UniProtKB	P01137	TGFB1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:18832382		9606	UniProt		P
UniProtKB	P01137	TGFB1	involved_in	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:26311719		9606	BHF-UCL	regulates_transcription_of(ENSEMBL:ENSG00000276365),regulates_transcription_of(ENSEMBL:ENSG00000249669),occurs_in(CL:0002591)	P
UniProtKB	P01137	TGFB1	involved_in	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:26493107		9606	BHF-UCL	regulates_transcription_of(ENSEMBL:ENSG00000228526),occurs_in(CL:0000359)	P
UniProtKB	P01137	TGFB1	NOT|involved_in	GO:1902893	regulation of pri-miRNA transcription from RNA polymerase II promoter	ECO:0000315	IMP	PMID:18548003		9606	BHF-UCL		P
UniProtKB	P01189	POMC	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:18292087		9606	BHF-UCL		P
UniProtKB	P01215	CGA	involved_in	GO:0006357	regulation of transcription from RNA polymerase II promoter	ECO:0000304	TAS	Reactome:R-HSA-8866910		9606	Reactome		P
UniProtKB	P01215	CGA	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000303	NAS	PMID:20613903		9606	BHF-UCL	has_regulation_target(UniProtKB:P46531)	P
UniProtKB	P01225	FSHB	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000303	NAS	PMID:20613903		9606	BHF-UCL	has_regulation_target(UniProtKB:P46531)	P
UniProtKB	P01236	PRL	involved_in	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:23619365		9606	BHF-UCL	regulates_transcription_of(ENSEMBL:ENSG00000283733),part_of(GO:0038061),occurs_in(CL:0000071)	P
UniProtKB	P01270	PTH	enables	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	ECO:0000315	IMP	PMID:17696759		9606	UniProt		F
UniProtKB	P01270	PTH	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:17696759		9606	UniProt		P
UniProtKB	P01270	PTH	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z0L6|ensembl:ENSMUSP00000078723	9606	Ensembl		P
UniProtKB	P01270	PTH	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:19723499		9606	MGI		P
UniProtKB	P01275	GCG	involved_in	GO:0035948	positive regulation of gluconeogenesis by positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P55095|ensembl:ENSMUSP00000099794	9606	Ensembl		P
UniProtKB	P01344	IGF2	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P09535	9606	UniProt		P
UniProtKB	P01375	TNF	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P06804|ensembl:ENSMUSP00000025263	9606	Ensembl		P
UniProtKB	P01375	TNF	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:15345745		9606	UniProt	has_regulation_target(UniProtKB:P03372)|has_input(UniProtKB:P24387)	P
UniProtKB	P01375	TNF	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:1618860		9606	MGI		P
UniProtKB	P01375	TNF	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P06804|ensembl:ENSMUSP00000025263	9606	Ensembl		P
UniProtKB	P01375	TNF	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:15345745		9606	UniProt	has_regulation_target(UniProtKB:P24387)	P
UniProtKB	P01375	TNF	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000316	IGI	PMID:16803872	UniProtKB:Q8K120	9606	MGI		P
UniProtKB	P01375	TNF	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:20551324		9606	BHF-UCL	regulates_transcription_of(ENSEMBL:ENSG00000162692),occurs_in(CL:0002618)	P
UniProtKB	P01574	IFNB1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:18035482		9606	BHF-UCL	has_regulation_target(UniProtKB:Q6GPH4),part_of(GO:0035458)|has_regulation_target(UniProtKB:Q6GPH4),part_of(GO:0060337)	P
UniProtKB	P01579	IFNG	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P01581	9606	BHF-UCL		P
UniProtKB	P01579	IFNG	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P01581|ensembl:ENSRNOP00000009917	9606	Ensembl		P
UniProtKB	P01579	IFNG	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P01580|ensembl:ENSMUSP00000063800	9606	Ensembl		P
UniProtKB	P01583	IL1A	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P01582|ensembl:ENSMUSP00000028882	9606	Ensembl		P
UniProtKB	P01584	IL1B	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10749|ensembl:ENSMUSP00000028881	9606	Ensembl		P
UniProtKB	P01588	EPO	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000315	IMP	PMID:16497104		9606	BHF-UCL	has_regulation_target(UniProtKB:P81172)	P
UniProtKB	P01588	EPO	involved_in	GO:0006357	regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07321|ensembl:ENSMUSP00000106667	9606	Ensembl		P
UniProtKB	P01588	EPO	involved_in	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	ECO:0000304	TAS	Reactome:R-HSA-1234174		9606	Reactome		P
UniProtKB	P02008	HBZ	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P06467|ensembl:ENSMUSP00000020531	9606	Ensembl		P
UniProtKB	P02545	LMNA	involved_in	GO:0035105	sterol regulatory element binding protein import into nucleus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48678|ensembl:ENSMUSP00000029699	9606	Ensembl		P
UniProtKB	P02649	APOE	involved_in	GO:0006357	regulation of transcription from RNA polymerase II promoter	ECO:0000304	TAS	Reactome:R-HSA-8864260		9606	Reactome		P
UniProtKB	P02776	PF4	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:12782716		9606	UniProt		P
UniProtKB	P02778	CXCL10	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000304	TAS	PMID:12782716		9606	UniProt		P
UniProtKB	P03372	ESR1	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000314	IDA	PMID:12047722		9606	NTNU_SB		F
UniProtKB	P03372	ESR1	enables	GO:0004879	nuclear receptor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P19785|ensembl:ENSMUSP00000101215	9606	Ensembl		F
UniProtKB	P03372	ESR1	enables	GO:0038052	RNA polymerase II transcription factor activity, estrogen-activated sequence-specific DNA binding	ECO:0000314	IDA	PMID:15831516		9606	BHF-UCL		F
UniProtKB	P03372	ESR1	enables	GO:0038052	RNA polymerase II transcription factor activity, estrogen-activated sequence-specific DNA binding	ECO:0000316	IGI	PMID:18722177	UniProtKB:Q8IX12	9606	MGI		F
UniProtKB	P03372	ESR1	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000315	IMP	PMID:20388878		9606	BHF-UCL	regulates_expression_of(ENSEMBL:ENSG00000207870),regulates_expression_of(ENSEMBL:ENSG00000207725),part_of(GO:0071391)	P
UniProtKB	P03372	ESR1	involved_in	GO:0006357	regulation of transcription from RNA polymerase II promoter	ECO:0000304	TAS	Reactome:R-HSA-8866910		9606	Reactome		P
UniProtKB	P03372	ESR1	involved_in	GO:0045899	positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	ECO:0000314	IDA	PMID:9841876		9606	CAFA		P
UniProtKB	P03372	ESR1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P19785|ensembl:ENSMUSP00000101215	9606	Ensembl		P
UniProtKB	P03372	ESR1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:11544182		9606	MGI		P
UniProtKB	P03372	ESR1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:12047722		9606	NTNU_SB	has_regulation_target(NCBI_Gene:5020)	P
UniProtKB	P03372	ESR1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:15345745		9606	UniProt	has_regulation_target(UniProtKB:P24387)|has_regulation_target(UniProtKB:P24388)	P
UniProtKB	P03372	ESR1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:15831516		9606	BHF-UCL	has_regulation_target(UniProtKB:P10276),part_of(GO:0071392)	P
UniProtKB	P03372	ESR1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:18563714		9606	ParkinsonsUK-UCL	occurs_in(CL:0002622),regulates_transcription_of(ENSEMBL:ENSG00000107562)	P
UniProtKB	P03971	AMH	involved_in	GO:0030509	BMP signaling pathway	ECO:0000304	TAS	Reactome:R-HSA-201451		9606	Reactome		P
UniProtKB	P04049	RAF1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99N57|ensembl:ENSMUSP00000000451	9606	Ensembl		P
UniProtKB	P04054	PLA2G1B	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000250	ISS	PMID:15528384	UniProtKB:P00592	9606	BHF-UCL		P
UniProtKB	P04150	NR3C1	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000314	IDA	PMID:16728402		9606	NTNU_SB		F
UniProtKB	P04150	NR3C1	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000314	IDA	PMID:23823477		9606	UniProt	has_direct_input(UniProtKB:Q8TAP4)	F
UniProtKB	P04150	NR3C1	enables	GO:0038051	glucocorticoid-activated RNA polymerase II transcription factor binding transcription factor activity	ECO:0000314	IDA	PMID:17635946		9606	UniProt		F
UniProtKB	P04150	NR3C1	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000315	IMP	PMID:12902338		9606	CAFA		P
UniProtKB	P04150	NR3C1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:15769988		9606	UniProt		P
UniProtKB	P04150	NR3C1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:16728402		9606	NTNU_SB	has_regulation_target(NCBI_Gene:4128)	P
UniProtKB	P04150	NR3C1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:23823477		9606	UniProt	has_regulation_target(UniProtKB:Q8TAP4)	P
UniProtKB	P04150	NR3C1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000315	IMP	PMID:9353307		9606	UniProt		P
UniProtKB	P04179	SOD2	involved_in	GO:0006357	regulation of transcription from RNA polymerase II promoter	ECO:0000315	IMP	PMID:9393747		9606	UniProt		P
UniProtKB	P04198	MYCN	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000314	IDA	PMID:17327229		9606	NTNU_SB	has_regulation_target(NCBI_Gene:5747)	F
UniProtKB	P04198	MYCN	involved_in	GO:0006357	regulation of transcription from RNA polymerase II promoter	ECO:0000304	TAS	PMID:3796607		9606	BHF-UCL		P
UniProtKB	P04198	MYCN	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P03966|ensembl:ENSMUSP00000045993	9606	Ensembl		P
UniProtKB	P04198	MYCN	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:17327229		9606	NTNU_SB	has_regulation_target(NCBI_Gene:5747)	P
UniProtKB	P04234	CD3D	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:2017177		9606	MGI		P
UniProtKB	P04626	ERBB2	involved_in	GO:0006357	regulation of transcription from RNA polymerase II promoter	ECO:0000304	TAS	Reactome:R-HSA-8866910		9606	Reactome		P
UniProtKB	P04628	WNT1	involved_in	GO:0030514	negative regulation of BMP signaling pathway	ECO:0000315	IMP	PMID:16194878		9606	AgBase		P
UniProtKB	P04628	WNT1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P04426|ensembl:ENSMUSP00000023734	9606	Ensembl		P
UniProtKB	P04637	TP53	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000314	IDA	PMID:17310983		9606	CAFA		F
UniProtKB	P04637	TP53	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000314	IDA	PMID:24652652		9606	UniProt		F
UniProtKB	P04637	TP53	enables	GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	ECO:0000314	IDA	PMID:17146433		9606	BHF-UCL	has_regulation_target(UniProtKB:P04637)	F
UniProtKB	P04637	TP53	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000154790	9606	GO_Central		P
UniProtKB	P04637	TP53	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000250	ISS	PMID:19749791	UniProtKB:P02340	9606	BHF-UCL		P
UniProtKB	P04637	TP53	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:11672523		9606	BHF-UCL		P
UniProtKB	P04637	TP53	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000316	IGI	PMID:16061649	UniProtKB:Q8WWK9	9606	MGI		P
UniProtKB	P04637	TP53	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000315	IMP	PMID:17146433		9606	BHF-UCL	has_regulation_target(UniProtKB:Q9H4X1)	P
UniProtKB	P04637	TP53	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:17310983		9606	CAFA		P
UniProtKB	P04637	TP53	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:17599062		9606	MGI		P
UniProtKB	P04637	TP53	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:18549481		9606	BHF-UCL		P
UniProtKB	P04637	TP53	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:20959462		9606	UniProt		P
UniProtKB	P04637	TP53	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:24652652		9606	UniProt		P
UniProtKB	P04637	TP53	involved_in	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:20546595		9606	BHF-UCL	occurs_in(CL:0002548),regulates_transcription_of(ENSEMBL:ENSG00000284190)	P
UniProtKB	P04637	TP53	involved_in	GO:1990440	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P02340	9606	ParkinsonsUK-UCL	has_regulation_target(UniProtKB:Q9BXH1)|has_regulation_target(UniProtKB:Q13794)	P
UniProtKB	P04637	TP53	NOT|involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000315	IMP	PMID:12837246		9606	BHF-UCL		P
UniProtKB	P04637-2	TP53	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:16131611		9606	UniProt		P
UniProtKB	P04637-4	TP53	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:15340061		9606	UniProt		P
UniProtKB	P05019	IGF1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:16433617		9606	BHF-UCL		P
UniProtKB	P05067	APP	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12023|ensembl:ENSMUSP00000005406	9606	Ensembl		P
UniProtKB	P05067	APP	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000316	IGI	PMID:23921129	IntAct:EBI-14348029	9606	ARUK-UCL	part_of(GO:1904646),regulates_transcription_of(ENSEMBL:ENSG00000072694)	P
		APP	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000316	IGI	PMID:21803450	UniProtKB:O00213	9606	ARUK-UCL	regulates_transcription_of(ENSEMBL:ENSG00000120885)	P
		APP	NOT|involved_in	GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response	ECO:0000314	IDA	PMID:21803450		9606	ARUK-UCL		P
UniProtKB	P05111	INHA	involved_in	GO:0030509	BMP signaling pathway	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000218210	9606	GO_Central		P
UniProtKB	P05112	IL4	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P07750	9606	UniProt		P
UniProtKB	P05112	IL4	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07750|ensembl:ENSMUSP00000000889	9606	Ensembl		P
UniProtKB	P05114	HMGN1	involved_in	GO:0006357	regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P18608|ensembl:ENSMUSP00000061012	9606	Ensembl		P
UniProtKB	P05121	SERPINE1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000304	TAS	Reactome:R-HSA-2173796		9606	Reactome		P
UniProtKB	P05230	FGF1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61148|ensembl:ENSMUSP00000045710	9606	Ensembl		P
UniProtKB	P05230	FGF1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:19229075		9606	BHF-UCL		P
UniProtKB	P05231	IL6	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P08505	9606	BHF-UCL	has_regulation_target(UniProtKB:P81172),part_of(GO:0070102)	P
UniProtKB	P05231	IL6	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P08505|ensembl:ENSMUSP00000026845	9606	Ensembl		P
UniProtKB	P05231	IL6	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:16946298		9606	BHF-UCL	occurs_in(UBERON:0002107),has_regulation_target(UniProtKB:P81172)	P
UniProtKB	P05231	IL6	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:17324931		9606	BHF-UCL		P
UniProtKB	P05231	IL6	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:7508917		9606	MGI		P
UniProtKB	P05305	EDN1	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:19767294		9606	BHF-UCL		P
UniProtKB	P05305	EDN1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P22388|ensembl:ENSRNOP00000019361	9606	Ensembl		P
UniProtKB	P05305	EDN1	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:24117217		9606	BHF-UCL	occurs_in(CL:0000746),occurs_in(UBERON:0007221),regulates_transcription_of(ENSEMBL:ENSG00000120937)|occurs_in(CL:0000746),occurs_in(UBERON:0007221),regulates_transcription_of(ENSEMBL:ENSG00000175206)	P
UniProtKB	P05412	JUN	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000305	IC	PMID:21113145	GO:0044212|GO:1990441	9606	ParkinsonsUK-UCL		F
UniProtKB	P05412	JUN	enables	GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000315	IMP	PMID:19962668		9606	BHF-UCL	regulates_transcription_of(ENSEMBL:ENSG00000270069)	F
UniProtKB	P05412	JUN	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P17325|ensembl:ENSRNOP00000011732	9606	Ensembl		F
UniProtKB	P05412	JUN	enables	GO:0001190	transcriptional activator activity, RNA polymerase II transcription factor binding	ECO:0000305	IC	PMID:19861239	GO:0000980	9606	BHF-UCL		F
UniProtKB	P05412	JUN	enables	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	ECO:0000305	IC	PMID:19861239	GO:0000980	9606	BHF-UCL		F
UniProtKB	P05412	JUN	enables	GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	ECO:0000314	IDA	PMID:2833704		9606	UniProt		F
UniProtKB	P05412	JUN	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P05627|ensembl:ENSMUSP00000102711	9606	Ensembl		P
UniProtKB	P05412	JUN	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P17325|ensembl:ENSRNOP00000011732	9606	Ensembl		P
UniProtKB	P05412	JUN	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:10508860		9606	CAFA		P
UniProtKB	P05412	JUN	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:12490281		9606	NTNU_SB	has_regulation_target(NCBI_Gene:2729)	P
UniProtKB	P05412	JUN	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000305	IC	PMID:19861239	GO:0000980	9606	BHF-UCL		P
UniProtKB	P05412	JUN	involved_in	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:2833704		9606	UniProt		P
UniProtKB	P05412	JUN	involved_in	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P17325	9606	BHF-UCL		P
UniProtKB	P05412	JUN	involved_in	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P17325|ensembl:ENSRNOP00000011732	9606	Ensembl		P
UniProtKB	P05412	JUN	involved_in	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	ECO:0000315	IMP	PMID:19962668		9606	BHF-UCL	regulates_transcription_of(ENSEMBL:ENSG00000270069)	P
UniProtKB	P05412	JUN	involved_in	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	ECO:0000315	IMP	PMID:24375836		9606	BHF-UCL	has_regulation_target(RNAcentral:URS000075DE64_9606)	P
UniProtKB	P05412	JUN	involved_in	GO:1990441	negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	ECO:0000315	IMP	PMID:21113145		9606	ParkinsonsUK-UCL	has_regulation_target(UniProtKB:O60260)	P
UniProtKB	P05549	TFAP2A	enables	GO:0000981	RNA polymerase II transcription factor activity, sequence-specific DNA binding	ECO:0000314	IDA	PMID:7555706		9606	UniProt		F
UniProtKB	P05549	TFAP2A	enables	GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000314	IDA	PMID:21084835		9606	UniProt		F
UniProtKB	P05549	TFAP2A	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000314	IDA	PMID:11278550		9606	UniProt	has_regulation_target(UniProtKB:P21860)	F
UniProtKB	P05549	TFAP2A	enables	GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000314	IDA	PMID:20808827		9606	UniProt		F
UniProtKB	P05549	TFAP2A	enables	GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000314	IDA	PMID:11278550		9606	UniProt	has_regulation_target(UniProtKB:P04179)	F
UniProtKB	P05549	TFAP2A	enables	GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000314	IDA	PMID:20066163		9606	UniProt	has_regulation_target(UniProtKB:P01106)	F
UniProtKB	P05549	TFAP2A	enables	GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	ECO:0000314	IDA	PMID:9520389		9606	UniProt	has_regulation_target(UniProtKB:P49715)	F
UniProtKB	P05549	TFAP2A	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:20066163		9606	UniProt	has_regulation_target(UniProtKB:P01106)	P
UniProtKB	P05549	TFAP2A	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:8321221		9606	UniProt		P
UniProtKB	P05549	TFAP2A	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000314	IDA	PMID:9520389		9606	UniProt		P
UniProtKB	P05549	TFAP2A	involved_in	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	ECO:0000304	TAS	Reactome:R-HSA-8866904		9606	Reactome		P
UniProtKB	P05549	TFAP2A	involved_in	GO:0006357	regulation of transcription from RNA polymerase II promoter	ECO:0000304	TAS	Reactome:R-HSA-8864260		9606	Reactome		P
